caracteres, tempo (ms), tamanho (kb)
5339, 113,58
5340, 114,58
5341, 113,58
5342, 115,58
5343, 118,58
5344, 113,58
5345, 111,58
5346, 116,58
5347, 114,58
5348, 109,58
5349, 109,58
5350, 148,58
5351, 136,58
5352, 124,58
5353, 113,58
5354, 112,58
5355, 111,58
5356, 111,58
5357, 121,58
5358, 141,58
5359, 120,58
5360, 116,58
5361, 123,58
5362, 140,58
5363, 134,58
5364, 139,58
5365, 139,58
5366, 151,58
5367, 138,58
5368, 130,58
5369, 126,58
5370, 132,58
5371, 119,58
5372, 118,58
5373, 120,58
5374, 124,58
5375, 143,58
5376, 129,58
5377, 126,58
5378, 140,58
5379, 142,58
5380, 136,58
5381, 128,58
5382, 119,58
5383, 122,58
5384, 122,58
5385, 133,58
5386, 118,58
5387, 126,58
5388, 125,58
5389, 117,58
5390, 124,58
5391, 127,58
5392, 131,58
5393, 123,58
5394, 113,58
5395, 127,58
5396, 118,58
5397, 127,58
5398, 118,58
5399, 122,58
5400, 116,58
5401, 117,58
5402, 115,58
5403, 123,58
5404, 128,58
5405, 117,58
5406, 124,58
5407, 136,58
5408, 126,58
5409, 126,58
5410, 116,58
5411, 159,58
5412, 122,58
5413, 133,58
5414, 124,58
5415, 139,58
5416, 127,58
5417, 132,58
5418, 121,58
5419, 118,58
5420, 117,58
5421, 112,58
5422, 125,58
5423, 119,58
5424, 118,58
5425, 112,58
5426, 112,58
5427, 115,58
5428, 111,58
5429, 116,58
5430, 114,58
5431, 112,58
5432, 119,58
5433, 117,58
5434, 118,58
5435, 113,58
5436, 119,58
5437, 122,58
5438, 113,58
5439, 115,58
5440, 120,58
5441, 116,58
5442, 119,58
5443, 120,58
5444, 120,58
5445, 119,58
5446, 117,58
5447, 122,58
5448, 125,58
5449, 119,58
5450, 124,58
5451, 115,58
5452, 119,58
5453, 112,58
5454, 116,58
5455, 116,58
5456, 120,58
5457, 115,58
5458, 134,58
5459, 148,58
5460, 114,58
5461, 114,58
5462, 117,58
5463, 124,58
5464, 114,58
5465, 116,58
5466, 116,58
5467, 117,58
5468, 117,58
5469, 120,58
5470, 114,58
5471, 117,58
5472, 115,58
5473, 114,58
5474, 122,58
5475, 117,58
5476, 119,58
5477, 115,58
5478, 117,58
5479, 125,58
5480, 115,58
5481, 119,58
5482, 115,58
5483, 124,58
5484, 120,58
5485, 117,58
5486, 110,58
5487, 117,58
5488, 113,58
5489, 113,58
5490, 123,58
5491, 119,58
5492, 132,58
5493, 123,58
5494, 115,58
5495, 117,58
5496, 113,58
5497, 115,58
5498, 118,58
5499, 117,58
5500, 120,58
5501, 119,58
5502, 121,58
5503, 114,58
5504, 128,58
5505, 118,58
5506, 121,58
5507, 117,58
5508, 122,58
5509, 120,58
5510, 118,58
5511, 115,58
5512, 120,58
5513, 120,58
5514, 118,58
5515, 123,58
5516, 124,58
5517, 121,58
5518, 119,58
5519, 119,58
5520, 120,58
5521, 119,58
5522, 120,58
5523, 113,58
5524, 127,58
5525, 143,58
5526, 117,58
5527, 114,58
5528, 116,58
5529, 120,58
5530, 112,58
5531, 120,58
5532, 123,58
5533, 124,58
5534, 116,58
5535, 117,58
5536, 118,58
5537, 120,58
5538, 117,58
5539, 115,58
5540, 119,58
5541, 131,58
5542, 126,58
5543, 129,58
5544, 122,58
5545, 119,58
5546, 117,58
5547, 116,58
5548, 119,58
5549, 127,58
5550, 121,58
5551, 118,58
5552, 118,58
5553, 123,58
5554, 120,58
5555, 116,58
5556, 118,58
5557, 132,58
5558, 136,58
5559, 115,58
5560, 119,58
5561, 131,58
5562, 124,58
5563, 119,58
5564, 124,58
5565, 120,58
5566, 126,58
5567, 119,58
5568, 125,58
5569, 126,58
5570, 118,58
5571, 114,58
5572, 118,58
5573, 121,58
5574, 145,58
5575, 123,58
5576, 119,58
5577, 120,58
5578, 148,58
5579, 122,58
5580, 132,58
5581, 119,58
5582, 118,58
5583, 119,58
5584, 118,58
5585, 122,58
5586, 131,58
5587, 176,58
5588, 123,58
5589, 118,58
5590, 140,58
5591, 142,58
5592, 122,58
5593, 137,58
5594, 141,58
5595, 139,58
5596, 122,58
5597, 119,58
5598, 117,58
5599, 120,58
5600, 117,58
5601, 154,58
5602, 144,58
5603, 135,58
5604, 128,58
5605, 130,58
5606, 123,58
5607, 126,58
5608, 119,58
5609, 118,58
5610, 115,58
5611, 122,58
5612, 118,58
5613, 119,58
5614, 118,58
5615, 117,58
5616, 129,58
5617, 121,58
5618, 117,58
5619, 116,58
5620, 118,58
5621, 119,58
5622, 117,58
5623, 118,58
5624, 118,58
5625, 118,58
5626, 118,58
5627, 118,58
5628, 117,58
5629, 118,58
5630, 123,58
5631, 117,58
5632, 131,58
5633, 114,58
5634, 121,58
5635, 112,58
5636, 115,58
5637, 117,58
5638, 122,58
5639, 114,58
5640, 122,58
5641, 113,58
5642, 118,58
5643, 118,58
5644, 117,58
5645, 124,58
5646, 130,58
5647, 121,58
5648, 147,58
5649, 120,58
5650, 142,58
5651, 129,58
5652, 135,58
5653, 132,58
5654, 143,58
5655, 128,58
5656, 147,58
5657, 150,58
5658, 142,58
5659, 123,58
5660, 123,58
5661, 128,58
5662, 128,58
5663, 134,58
5664, 133,58
5665, 149,58
5666, 156,58
5667, 150,58
5668, 146,58
5669, 133,58
5670, 151,58
5671, 144,58
5672, 160,58
5673, 149,58
5674, 137,58
5675, 132,58
5676, 131,58
5677, 140,58
5678, 141,58
5679, 157,58
5680, 132,58
5681, 150,58
5682, 157,58
5683, 161,58
5684, 157,58
5685, 154,58
5686, 164,58
5687, 132,58
5688, 133,58
5689, 179,58
5690, 148,58
5691, 136,58
5692, 130,58
5693, 133,58
5694, 126,58
5695, 131,58
5696, 135,58
5697, 123,58
5698, 126,58
5699, 122,58
5700, 130,58
5701, 155,58
5702, 146,58
5703, 142,58
5704, 131,58
5705, 124,58
5706, 120,58
5707, 125,58
5708, 125,58
5709, 122,58
5710, 133,58
5711, 159,58
5712, 118,58
5713, 117,58
5714, 119,58
5715, 119,58
5716, 125,58
5717, 120,58
5718, 121,58
5719, 120,58
5720, 123,58
5721, 118,58
5722, 118,58
5723, 120,58
5724, 121,58
5725, 126,58
5726, 118,58
5727, 119,58
5728, 140,58
5729, 127,58
5730, 120,58
5731, 122,58
5732, 134,58
5733, 134,58
5734, 147,58
5735, 125,58
5736, 129,58
5737, 125,58
5738, 124,58
5739, 144,58
5740, 123,58
5741, 122,58
5742, 124,58
5743, 127,58
5744, 130,58
5745, 124,58
5746, 125,58
5747, 125,58
5748, 118,58
5749, 117,58
5750, 118,58
5751, 120,58
5752, 122,58
5753, 119,58
5754, 118,58
5755, 119,58
5756, 119,58
5757, 117,58
5758, 120,58
5759, 121,58
5760, 125,58
5761, 119,58
5762, 121,58
5763, 124,58
5764, 127,58
5765, 119,58
5766, 118,58
5767, 119,58
5768, 124,58
5769, 119,58
5770, 120,58
5771, 119,58
5772, 150,58
5773, 129,58
5774, 122,58
5775, 125,58
5776, 132,58
5777, 123,58
5778, 122,58
5779, 120,58
5780, 123,58
5781, 117,58
5782, 118,58
5783, 119,58
5784, 129,58
5785, 122,58
5786, 124,58
5787, 115,58
5788, 119,58
5789, 116,58
5790, 121,58
5791, 118,58
5792, 120,58
5793, 122,58
5794, 117,58
5795, 121,58
5796, 119,58
5797, 121,58
5798, 121,58
5799, 116,58
5800, 117,58
5801, 124,58
5802, 120,58
5803, 120,58
5804, 121,58
5805, 124,58
5806, 118,58
5807, 120,58
5808, 120,58
5809, 125,58
5810, 118,58
5811, 120,58
5812, 122,58
5813, 126,58
5814, 123,58
5815, 124,58
5816, 125,58
5817, 128,58
5818, 130,58
5819, 121,58
5820, 121,58
5821, 127,58
5822, 125,58
5823, 125,58
5824, 120,58
5825, 126,58
5826, 122,58
5827, 118,58
5828, 123,58
5829, 122,58
5830, 121,58
5831, 117,58
5832, 119,58
5833, 123,58
5834, 123,58
5835, 122,58
5836, 127,58
5837, 121,58
5838, 121,58
5839, 122,58
5840, 124,58
5841, 123,58
5842, 126,58
5843, 121,58
5844, 122,58
5845, 121,58
5846, 128,58
5847, 123,58
5848, 121,58
5849, 122,58
5850, 122,58
5851, 127,58
5852, 121,58
5853, 122,58
5854, 122,58
5855, 121,58
5856, 120,58
5857, 126,58
5858, 127,58
5859, 123,58
5860, 125,58
5861, 127,58
5862, 124,58
5863, 121,58
5864, 125,58
5865, 125,58
5866, 125,58
5867, 115,58
5868, 119,58
5869, 122,58
5870, 123,58
5871, 119,58
5872, 120,58
5873, 121,58
5874, 124,58
5875, 122,58
5876, 124,58
5877, 122,58
5878, 122,58
5879, 120,58
5880, 120,58
5881, 123,58
5882, 122,58
5883, 123,58
5884, 126,58
5885, 125,58
5886, 157,58
5887, 121,58
5888, 120,58
5889, 121,58
5890, 132,58
5891, 123,58
5892, 127,58
5893, 122,58
5894, 129,58
5895, 122,58
5896, 121,58
5897, 122,58
5898, 126,58
5899, 123,58
5900, 129,58
5901, 129,58
5902, 132,58
5903, 129,58
5904, 121,58
5905, 120,58
5906, 123,58
5907, 125,58
5908, 122,58
5909, 119,58
5910, 125,58
5911, 117,58
5912, 117,58
5913, 117,58
5914, 118,58
5915, 119,58
5916, 119,58
5917, 121,58
5918, 122,58
5919, 123,58
5920, 121,58
5921, 118,58
5922, 121,58
5923, 125,58
5924, 123,58
5925, 121,58
5926, 121,58
5927, 124,58
5928, 121,58
5929, 120,58
5930, 120,58
5931, 126,58
5932, 126,58
5933, 119,58
5934, 125,58
5935, 129,58
5936, 128,58
5937, 139,58
5938, 131,58
5939, 127,58
5940, 124,58
5941, 163,58
5942, 150,58
5943, 142,58
5944, 150,58
5945, 150,58
5946, 159,58
5947, 137,58
5948, 136,58
5949, 139,58
5950, 129,58
5951, 122,58
5952, 123,58
5953, 124,58
5954, 123,58
5955, 122,58
5956, 124,58
5957, 123,58
5958, 120,58
5959, 120,58
5960, 125,58
5961, 132,58
5962, 126,58
5963, 123,58
5964, 118,58
5965, 122,58
5966, 121,58
5967, 128,58
5968, 123,58
5969, 122,58
5970, 126,58
5971, 121,58
5972, 122,58
5973, 123,58
5974, 122,58
5975, 126,58
5976, 132,58
5977, 133,58
5978, 128,58
5979, 142,58
5980, 133,58
5981, 130,58
5982, 127,58
5983, 133,58
5984, 141,58
5985, 131,58
5986, 132,58
5987, 155,58
5988, 151,58
5989, 148,58
5990, 136,58
5991, 155,58
5992, 138,58
5993, 128,58
5994, 124,58
5995, 131,58
5996, 147,58
5997, 126,58
5998, 120,58
5999, 122,58
6000, 136,58
6001, 131,58
6002, 130,58
6003, 125,58
6004, 123,58
6005, 127,58
6006, 123,58
6007, 133,58
6008, 131,58
6009, 128,58
6010, 175,58
6011, 175,58
6012, 152,58
6013, 127,58
6014, 126,58
6015, 122,58
6016, 121,58
6017, 125,58
6018, 135,58
6019, 133,58
6020, 123,58
6021, 133,58
6022, 127,58
6023, 149,58
6024, 137,58
6025, 158,58
6026, 133,58
6027, 160,58
6028, 157,58
6029, 138,58
6030, 133,58
6031, 142,58
6032, 156,58
6033, 144,58
6034, 125,58
6035, 122,58
6036, 136,58
6037, 133,58
6038, 123,58
6039, 120,58
6040, 128,58
6041, 123,58
6042, 120,58
6043, 130,58
6044, 138,58
6045, 123,58
6046, 127,58
6047, 135,58
6048, 170,58
6049, 155,58
6050, 122,58
6051, 130,58
6052, 121,58
6053, 122,58
6054, 125,58
6055, 136,58
6056, 137,58
6057, 141,58
6058, 128,58
6059, 128,58
6060, 122,58
6061, 127,58
6062, 129,58
6063, 133,58
6064, 147,58
6065, 137,58
6066, 144,58
6067, 125,58
6068, 125,58
6069, 124,58
6070, 126,58
6071, 130,58
6072, 126,58
6073, 124,58
6074, 130,58
6075, 138,58
6076, 194,58
6077, 139,58
6078, 138,58
6079, 122,58
6080, 121,58
6081, 140,58
6082, 139,58
6083, 137,58
6084, 131,58
6085, 157,58
6086, 134,58
6087, 128,58
6088, 156,58
6089, 137,58
6090, 126,58
6091, 121,58
6092, 129,58
6093, 134,58
6094, 135,58
6095, 134,58
6096, 125,58
6097, 122,58
6098, 122,58
6099, 123,58
6100, 127,58
6101, 131,58
6102, 146,58
6103, 133,58
6104, 138,58
6105, 132,58
6106, 126,58
6107, 136,58
6108, 139,58
6109, 132,58
6110, 125,58
6111, 136,58
6112, 136,58
6113, 125,58
6114, 128,58
6115, 129,58
6116, 128,58
6117, 132,58
6118, 165,58
6119, 131,58
6120, 131,58
6121, 129,58
6122, 138,58
6123, 125,58
6124, 123,58
6125, 123,58
6126, 129,58
6127, 130,58
6128, 132,58
6129, 126,58
6130, 128,58
6131, 129,58
6132, 131,58
6133, 131,58
6134, 127,58
6135, 126,58
6136, 123,58
6137, 124,58
6138, 126,58
6139, 125,58
6140, 123,58
6141, 129,58
6142, 125,58
6143, 127,58
6144, 127,58
6145, 123,58
6146, 126,58
6147, 126,58
6148, 126,58
6149, 127,58
6150, 126,58
6151, 130,58
6152, 125,58
6153, 128,58
6154, 133,58
6155, 132,58
6156, 129,58
6157, 132,58
6158, 129,58
6159, 127,58
6160, 128,58
6161, 129,58
6162, 131,58
6163, 125,58
6164, 133,58
6165, 126,58
6166, 131,58
6167, 128,58
6168, 125,58
6169, 128,58
6170, 122,58
6171, 124,58
6172, 127,58
6173, 130,58
6174, 126,58
6175, 127,58
6176, 126,58
6177, 126,58
6178, 124,58
6179, 124,58
6180, 127,58
6181, 127,58
6182, 129,58
6183, 127,58
6184, 128,58
6185, 132,58
6186, 129,58
6187, 125,58
6188, 131,58
6189, 131,58
6190, 124,58
6191, 126,58
6192, 125,58
6193, 130,58
6194, 125,58
6195, 124,58
6196, 131,58
6197, 133,58
6198, 132,58
6199, 130,58
6200, 124,58
6201, 130,58
6202, 127,58
6203, 130,58
6204, 130,58
6205, 130,58
6206, 129,58
6207, 126,58
6208, 129,58
6209, 130,58
6210, 131,58
6211, 131,58
6212, 133,58
6213, 127,58
6214, 126,58
6215, 129,58
6216, 126,58
6217, 123,58
6218, 124,58
6219, 123,58
6220, 128,58
6221, 132,58
6222, 134,58
6223, 131,58
6224, 127,58
6225, 123,58
6226, 124,58
6227, 130,58
6228, 127,58
6229, 127,58
6230, 127,58
6231, 126,58
6232, 132,58
6233, 128,58
6234, 126,58
6235, 126,58
6236, 133,58
6237, 131,58
6238, 128,58
6239, 131,58
6240, 136,58
6241, 128,58
6242, 126,58
6243, 130,58
6244, 131,58
6245, 128,58
6246, 132,58
6247, 133,58
6248, 133,58
6249, 137,58
6250, 131,58
6251, 135,58
6252, 129,58
6253, 137,58
6254, 143,58
6255, 134,58
6256, 127,58
6257, 133,58
6258, 131,58
6259, 128,58
6260, 126,58
6261, 126,58
6262, 129,58
6263, 127,58
6264, 128,58
6265, 133,58
6266, 131,58
6267, 127,58
6268, 129,58
6269, 131,58
6270, 129,58
6271, 147,58
6272, 146,58
6273, 125,58
6274, 129,58
6275, 124,58
6276, 129,58
6277, 134,58
6278, 130,58
6279, 132,58
6280, 129,58
6281, 132,58
6282, 128,58
6283, 125,58
6284, 125,58
6285, 141,58
6286, 135,58
6287, 127,58
6288, 128,58
6289, 130,58
6290, 126,58
6291, 128,58
6292, 129,58
6293, 134,58
6294, 133,58
6295, 127,58
6296, 130,58
6297, 139,58
6298, 138,58
6299, 132,58
6300, 135,58
6301, 133,58
6302, 140,58
6303, 133,58
6304, 131,58
6305, 128,58
6306, 127,58
6307, 128,58
6308, 130,58
6309, 124,58
6310, 127,58
6311, 128,58
6312, 130,58
6313, 131,58
6314, 129,58
6315, 123,58
6316, 129,58
6317, 122,58
6318, 130,58
6319, 126,58
6320, 127,58
6321, 127,58
6322, 132,58
6323, 130,58
6324, 133,58
6325, 124,58
6326, 127,58
6327, 132,58
6328, 131,58
6329, 133,58
6330, 128,58
6331, 127,58
6332, 129,58
6333, 126,58
6334, 131,58
6335, 132,58
6336, 128,58
6337, 128,58
6338, 129,58
6339, 133,58
6340, 130,58
6341, 142,58
6342, 147,58
6343, 136,58
6344, 129,58
6345, 129,58
6346, 139,58
6347, 134,58
6348, 128,58
6349, 131,58
6350, 139,58
6351, 132,58
6352, 134,58
6353, 128,58
6354, 130,58
6355, 128,58
6356, 126,58
6357, 131,58
6358, 129,58
6359, 125,58
6360, 123,58
6361, 125,58
6362, 132,58
6363, 127,58
6364, 127,58
6365, 124,58
6366, 132,58
6367, 130,58
6368, 130,58
6369, 129,58
6370, 130,58
6371, 129,58
6372, 132,58
6373, 134,58
6374, 135,58
6375, 128,58
6376, 128,58
6377, 133,58
6378, 130,58
6379, 130,58
6380, 136,58
6381, 137,58
6382, 131,58
6383, 130,58
6384, 134,58
6385, 137,58
6386, 129,58
6387, 194,58
6388, 159,58
6389, 146,58
6390, 141,58
6391, 140,58
6392, 134,58
6393, 182,58
6394, 160,58
6395, 157,58
6396, 135,58
6397, 130,58
6398, 133,58
6399, 130,58
6400, 132,58
6401, 126,58
6402, 134,58
6403, 132,58
6404, 163,58
6405, 128,58
6406, 129,58
6407, 138,58
6408, 131,58
6409, 127,58
6410, 129,58
6411, 125,58
6412, 127,58
6413, 129,58
6414, 127,58
6415, 128,58
6416, 139,58
6417, 150,58
6418, 125,58
6419, 124,58
6420, 127,58
6421, 129,58
6422, 131,58
6423, 127,58
6424, 127,58
6425, 130,58
6426, 130,58
6427, 127,58
6428, 129,58
6429, 130,58
6430, 129,58
6431, 133,58
6432, 131,58
6433, 132,58
6434, 132,58
6435, 133,58
6436, 132,58
6437, 133,58
6438, 128,58
6439, 130,58
6440, 136,58
6441, 131,58
6442, 128,58
6443, 130,58
6444, 132,58
6445, 130,58
6446, 131,58
6447, 133,58
6448, 139,58
6449, 137,58
6450, 123,58
6451, 124,58
6452, 128,58
6453, 131,58
6454, 123,58
6455, 128,58
6456, 128,58
6457, 126,58
6458, 126,58
6459, 130,58
6460, 126,58
6461, 126,58
6462, 125,58
6463, 142,58
6464, 149,58
6465, 148,58
6466, 143,58
6467, 138,58
6468, 138,58
6469, 174,58
6470, 143,58
6471, 142,58
6472, 147,58
6473, 169,58
6474, 148,58
6475, 147,58
6476, 177,58
6477, 152,58
6478, 138,58
6479, 167,58
6480, 152,58
6481, 132,58
6482, 134,58
6483, 136,58
6484, 145,58
6485, 137,58
6486, 138,58
6487, 138,58
6488, 132,58
6489, 130,58
6490, 131,58
6491, 133,58
6492, 132,58
6493, 137,58
6494, 136,58
6495, 136,58
6496, 132,58
6497, 135,58
6498, 138,58
6499, 134,58
6500, 133,58
6501, 135,58
6502, 134,58
6503, 131,58
6504, 136,58
6505, 135,58
6506, 130,58
6507, 128,58
6508, 128,58
6509, 131,58
6510, 132,58
6511, 131,58
6512, 135,58
6513, 137,58
6514, 136,58
6515, 139,58
6516, 132,58
6517, 133,58
6518, 130,58
6519, 131,58
6520, 137,58
6521, 131,58
6522, 130,58
6523, 134,58
6524, 136,58
6525, 129,58
6526, 133,58
6527, 133,58
6528, 136,58
6529, 131,58
6530, 129,58
6531, 133,58
6532, 139,58
6533, 135,58
6534, 142,58
6535, 138,58
6536, 135,58
6537, 135,58
6538, 135,58
6539, 143,58
6540, 142,58
6541, 134,58
6542, 134,58
6543, 134,58
6544, 131,58
6545, 131,58
6546, 138,58
6547, 136,58
6548, 131,58
6549, 132,58
6550, 126,58
6551, 131,58
6552, 127,58
6553, 128,58
6554, 139,58
6555, 128,58
6556, 127,58
6557, 133,58
6558, 138,58
6559, 133,58
6560, 162,58
6561, 148,58
6562, 142,58
6563, 137,58
6564, 128,58
6565, 136,58
6566, 131,58
6567, 134,58
6568, 130,58
6569, 140,58
6570, 137,58
6571, 131,58
6572, 130,58
6573, 137,58
6574, 139,58
6575, 143,58
6576, 141,58
6577, 149,58
6578, 148,58
6579, 137,58
6580, 147,58
6581, 147,58
6582, 133,58
6583, 135,58
6584, 148,58
6585, 140,58
6586, 140,58
6587, 141,58
6588, 146,58
6589, 162,58
6590, 139,58
6591, 139,58
6592, 132,58
6593, 137,58
6594, 144,58
6595, 154,58
6596, 141,58
6597, 141,58
6598, 138,58
6599, 131,58
6600, 131,58
6601, 142,58
6602, 149,58
6603, 137,58
6604, 140,58
6605, 135,58
6606, 137,58
6607, 133,58
6608, 145,58
6609, 132,58
6610, 132,58
6611, 133,58
6612, 135,58
6613, 129,58
6614, 133,58
6615, 133,58
6616, 137,58
6617, 133,58
6618, 133,58
6619, 138,58
6620, 136,58
6621, 131,58
6622, 135,58
6623, 137,58
6624, 136,58
6625, 138,58
6626, 136,58
6627, 143,58
6628, 135,58
6629, 140,58
6630, 135,58
6631, 138,58
6632, 140,58
6633, 131,58
6634, 136,58
6635, 140,58
6636, 137,58
6637, 135,58
6638, 141,58
6639, 139,58
6640, 134,58
6641, 146,58
6642, 153,58
6643, 179,58
6644, 146,58
6645, 136,58
6646, 138,58
6647, 148,58
6648, 143,58
6649, 137,58
6650, 139,58
6651, 142,58
6652, 141,58
6653, 144,58
6654, 134,58
6655, 139,58
6656, 141,58
6657, 135,58
6658, 134,58
6659, 140,58
6660, 135,58
6661, 142,58
6662, 145,58
6663, 129,58
6664, 135,58
6665, 135,58
6666, 139,58
6667, 142,58
6668, 135,58
6669, 140,58
6670, 137,58
6671, 136,58
6672, 136,58
6673, 138,58
6674, 135,58
6675, 138,58
6676, 134,58
6677, 132,58
6678, 133,58
6679, 137,58
6680, 142,58
6681, 140,58
6682, 135,58
6683, 141,58
6684, 135,58
6685, 140,58
6686, 135,58
6687, 134,58
6688, 138,58
6689, 135,58
6690, 136,58
6691, 138,58
6692, 137,58
6693, 141,58
6694, 142,58
6695, 139,58
6696, 133,58
6697, 131,58
6698, 134,58
6699, 140,58
6700, 136,58
6701, 135,58
6702, 137,58
6703, 144,58
6704, 136,58
6705, 139,58
6706, 130,58
6707, 129,58
6708, 129,58
6709, 128,58
6710, 135,58
6711, 130,58
6712, 136,58
6713, 134,58
6714, 138,58
6715, 154,58
6716, 166,58
6717, 139,58
6718, 134,58
6719, 139,58
6720, 138,58
6721, 136,58
6722, 134,58
6723, 135,58
6724, 141,58
6725, 135,58
6726, 135,58
6727, 135,58
6728, 143,58
6729, 134,58
6730, 134,58
6731, 143,58
6732, 141,58
6733, 134,58
6734, 137,58
6735, 136,58
6736, 135,58
6737, 133,58
6738, 133,58
6739, 137,58
6740, 133,58
6741, 145,58
6742, 154,58
6743, 149,58
6744, 140,58
6745, 133,58
6746, 147,58
6747, 147,58
6748, 148,58
6749, 150,58
6750, 139,58
6751, 138,58
6752, 142,58
6753, 143,58
6754, 134,58
6755, 140,58
6756, 141,58
6757, 135,58
6758, 134,58
6759, 145,58
6760, 135,58
6761, 130,58
6762, 134,58
6763, 131,58
6764, 131,58
6765, 132,58
6766, 129,58
6767, 131,58
6768, 133,58
6769, 139,58
6770, 130,58
6771, 136,58
6772, 136,58
6773, 137,58
6774, 133,58
6775, 140,58
6776, 141,58
6777, 131,58
6778, 132,58
6779, 144,58
6780, 138,58
6781, 135,58
6782, 141,58
6783, 130,58
6784, 133,58
6785, 132,58
6786, 136,58
6787, 136,58
6788, 139,58
6789, 135,58
6790, 142,58
6791, 140,58
6792, 134,58
6793, 136,58
6794, 139,57
6795, 144,58
6796, 137,58
6797, 140,58
6798, 135,58
6799, 135,58
6800, 134,58
6801, 137,58
6802, 143,58
6803, 134,58
6804, 138,58
6805, 139,58
6806, 139,58
6807, 135,58
6808, 139,58
6809, 135,58
6810, 139,58
6811, 140,58
6812, 142,58
6813, 139,58
6814, 138,58
6815, 135,58
6816, 132,58
6817, 131,58
6818, 131,58
6819, 135,58
6820, 133,58
6821, 132,58
6822, 135,58
6823, 130,58
6824, 132,58
6825, 135,58
6826, 135,58
6827, 133,58
6828, 131,58
6829, 134,57
6830, 138,57
6831, 131,57
6832, 139,58
6833, 138,58
6834, 136,58
6835, 135,58
6836, 138,58
6837, 136,58
6838, 133,58
6839, 136,58
6840, 134,58
6841, 137,58
6842, 133,58
6843, 136,58
6844, 134,58
6845, 139,58
6846, 137,58
6847, 135,58
6848, 135,58
6849, 139,58
6850, 139,58
6851, 139,58
6852, 144,58
6853, 138,58
6854, 133,58
6855, 141,58
6856, 140,58
6857, 137,58
6858, 135,58
6859, 140,58
6860, 140,58
6861, 140,58
6862, 136,58
6863, 146,58
6864, 137,58
6865, 141,58
6866, 138,58
6867, 138,58
6868, 139,58
6869, 139,58
6870, 138,58
6871, 131,58
6872, 137,58
6873, 134,58
6874, 141,57
6875, 131,58
6876, 174,58
6877, 139,57
6878, 138,57
6879, 132,58
6880, 133,57
6881, 135,58
6882, 131,58
6883, 132,58
6884, 135,58
6885, 144,58
6886, 132,58
6887, 134,58
6888, 143,58
6889, 135,58
6890, 136,58
6891, 136,58
6892, 138,58
6893, 133,58
6894, 138,58
6895, 138,58
6896, 136,58
6897, 134,58
6898, 133,58
6899, 138,58
6900, 138,58
6901, 136,58
6902, 134,57
6903, 138,58
6904, 136,58
6905, 139,57
6906, 141,57
6907, 139,58
6908, 139,58
6909, 136,57
6910, 145,57
6911, 136,58
6912, 138,58
6913, 138,58
6914, 138,58
6915, 135,58
6916, 139,58
6917, 143,58
6918, 139,58
6919, 137,57
6920, 138,58
6921, 140,57
6922, 142,58
6923, 143,58
6924, 141,58
6925, 140,58
6926, 146,57
6927, 133,58
6928, 134,58
6929, 132,58
6930, 136,58
6931, 140,58
6932, 135,58
6933, 135,58
6934, 135,58
6935, 141,58
6936, 138,58
6937, 135,58
6938, 136,58
6939, 138,58
6940, 137,58
6941, 134,58
6942, 135,57
6943, 142,58
6944, 134,58
6945, 137,58
6946, 137,58
6947, 136,58
6948, 141,58
6949, 134,58
6950, 140,58
6951, 135,58
6952, 137,57
6953, 142,58
6954, 140,58
6955, 137,58
6956, 135,58
6957, 139,58
6958, 136,57
6959, 135,57
6960, 136,58
6961, 141,58
6962, 141,57
6963, 137,58
6964, 137,57
6965, 140,58
6966, 138,57
6967, 135,57
6968, 140,57
6969, 138,57
6970, 139,57
6971, 150,57
6972, 162,57
6973, 146,58
6974, 156,57
6975, 166,58
6976, 144,58
6977, 138,58
6978, 144,58
6979, 138,58
6980, 137,58
6981, 139,57
6982, 143,58
6983, 137,58
6984, 131,57
6985, 156,57
6986, 141,58
6987, 144,57
6988, 147,57
6989, 145,58
6990, 143,58
6991, 143,57
6992, 134,58
6993, 129,57
6994, 132,57
6995, 144,58
6996, 139,57
6997, 145,57
6998, 140,57
6999, 141,57
7000, 156,58
7001, 161,58
7002, 138,58
7003, 135,58
7004, 165,58
7005, 142,57
7006, 143,58
7007, 137,57
7008, 136,58
7009, 130,58
7010, 135,57
7011, 135,57
7012, 136,57
7013, 132,57
7014, 136,57
7015, 139,58
7016, 130,57
7017, 137,57
7018, 130,58
7019, 133,57
7020, 137,57
7021, 137,57
7022, 134,57
7023, 134,57
7024, 133,57
7025, 136,58
7026, 139,57
7027, 139,58
7028, 147,58
7029, 141,58
7030, 133,58
7031, 139,58
7032, 143,57
7033, 144,57
7034, 134,57
7035, 138,58
7036, 139,58
7037, 136,58
7038, 148,57
7039, 164,57
7040, 148,57
7041, 147,58
7042, 152,57
7043, 140,58
7044, 170,58
7045, 137,57
7046, 141,58
7047, 130,58
7048, 132,58
7049, 168,57
7050, 133,57
7051, 132,57
7052, 129,57
7053, 134,57
7054, 130,57
7055, 135,57
7056, 136,57
7057, 135,58
7058, 137,57
7059, 130,57
7060, 140,57
7061, 139,58
7062, 134,58
7063, 132,57
7064, 137,57
7065, 138,58
7066, 136,57
7067, 133,58
7068, 140,58
7069, 136,57
7070, 139,57
7071, 150,58
7072, 140,58
7073, 143,58
7074, 137,58
7075, 135,58
7076, 137,57
7077, 137,57
7078, 141,57
7079, 136,57
7080, 140,58
7081, 147,58
7082, 143,57
7083, 146,57
7084, 140,57
7085, 134,57
