caracteres, tempo (ms), tamanho (kb)
8833, 158,57
8834, 162,57
8835, 159,57
8836, 157,57
8837, 157,57
8838, 162,57
8839, 168,57
8840, 163,57
8841, 172,57
8842, 159,57
8843, 164,57
8844, 162,57
8845, 159,57
8846, 159,57
8847, 168,57
8848, 159,57
8849, 156,57
8850, 160,57
8851, 166,57
8852, 155,57
8853, 162,57
8854, 157,57
8855, 161,57
8856, 178,57
8857, 157,57
8858, 186,57
8859, 175,57
8860, 180,57
8861, 172,57
8862, 163,57
8863, 163,57
8864, 167,57
8865, 161,57
8866, 165,57
8867, 168,57
8868, 180,57
8869, 162,57
8870, 163,57
8871, 167,57
8872, 163,57
8873, 164,57
8874, 161,57
8875, 163,57
8876, 159,57
8877, 163,57
8878, 163,57
8879, 168,57
8880, 167,57
8881, 161,57
8882, 162,57
8883, 163,57
8884, 160,57
8885, 160,57
8886, 170,57
8887, 159,57
8888, 167,57
8889, 167,57
8890, 160,57
8891, 170,57
8892, 167,57
8893, 166,57
8894, 166,57
8895, 171,57
8896, 159,57
8897, 159,57
8898, 159,57
8899, 154,57
8900, 156,57
8901, 158,57
8902, 159,57
8903, 153,57
8904, 155,57
8905, 158,57
8906, 161,57
8907, 154,57
8908, 162,57
8909, 158,57
8910, 162,57
8911, 159,57
8912, 153,57
8913, 159,57
8914, 158,57
8915, 173,57
8916, 164,57
8917, 158,57
8918, 156,57
8919, 157,57
8920, 172,57
8921, 179,57
8922, 158,57
8923, 163,57
8924, 166,57
8925, 160,57
8926, 159,57
8927, 160,57
8928, 156,57
8929, 161,57
8930, 165,57
8931, 157,57
8932, 156,57
8933, 168,57
8934, 164,57
8935, 158,57
8936, 162,57
8937, 157,57
8938, 155,57
8939, 163,57
8940, 158,57
8941, 161,57
8942, 164,57
8943, 159,57
8944, 164,57
8945, 164,57
8946, 167,57
8947, 161,57
8948, 163,57
8949, 167,57
8950, 165,57
8951, 169,57
8952, 159,57
8953, 158,57
8954, 165,57
8955, 165,57
8956, 159,57
8957, 162,57
8958, 170,57
8959, 165,57
8960, 166,57
8961, 164,57
8962, 164,57
8963, 172,57
8964, 166,57
8965, 159,57
8966, 159,57
8967, 169,57
8968, 161,57
8969, 165,57
8970, 164,57
8971, 179,57
8972, 164,57
8973, 164,57
8974, 164,57
8975, 180,57
8976, 166,57
8977, 161,57
8978, 162,57
8979, 179,57
8980, 164,57
8981, 162,57
8982, 170,57
8983, 163,57
8984, 165,57
8985, 169,57
8986, 164,57
8987, 161,57
8988, 168,57
8989, 166,57
8990, 160,57
8991, 162,57
8992, 158,57
8993, 154,57
8994, 157,57
8995, 157,57
8996, 157,57
8997, 161,57
8998, 156,57
8999, 158,57
9000, 159,57
9001, 159,57
9002, 159,57
9003, 159,57
9004, 161,57
9005, 160,57
9006, 158,57
9007, 160,57
9008, 163,57
9009, 158,57
9010, 161,57
9011, 158,57
9012, 158,57
9013, 159,57
9014, 159,57
9015, 160,57
9016, 160,57
9017, 160,57
9018, 160,57
9019, 170,57
9020, 160,57
9021, 195,57
9022, 165,57
9023, 160,57
9024, 160,57
9025, 159,57
9026, 163,57
9027, 159,57
9028, 161,57
9029, 163,57
9030, 160,57
9031, 159,57
9032, 161,57
9033, 168,57
9034, 160,57
9035, 160,57
9036, 159,57
9037, 163,57
9038, 167,57
9039, 159,57
9040, 161,57
9041, 163,57
9042, 163,57
9043, 161,57
9044, 163,57
9045, 161,57
9046, 166,57
9047, 163,57
9048, 162,57
9049, 163,57
9050, 164,57
9051, 163,57
9052, 163,57
9053, 167,57
9054, 162,57
9055, 169,57
9056, 168,57
9057, 164,57
9058, 162,57
9059, 167,57
9060, 162,57
9061, 163,57
9062, 171,57
9063, 162,57
9064, 163,57
9065, 166,57
9066, 165,57
9067, 162,57
9068, 166,57
9069, 166,57
9070, 166,57
9071, 166,57
9072, 162,57
9073, 170,57
9074, 165,57
9075, 163,57
9076, 167,57
9077, 163,57
9078, 163,57
9079, 163,57
9080, 165,57
9081, 167,57
9082, 162,57
9083, 165,57
9084, 171,57
9085, 168,57
9086, 165,57
9087, 164,57
9088, 156,57
9089, 156,57
9090, 160,57
9091, 162,57
9092, 161,57
9093, 160,57
9094, 156,57
9095, 157,57
9096, 159,57
9097, 170,57
9098, 159,57
9099, 160,57
9100, 161,57
9101, 157,57
9102, 161,57
9103, 158,57
9104, 163,57
9105, 159,57
9106, 162,57
9107, 164,57
9108, 163,57
9109, 162,57
9110, 158,57
9111, 158,57
9112, 161,57
9113, 163,57
9114, 158,57
9115, 161,57
9116, 158,57
9117, 160,57
9118, 163,57
9119, 158,57
9120, 159,57
9121, 161,57
9122, 164,57
9123, 160,57
9124, 167,57
9125, 164,57
9126, 160,57
9127, 162,57
9128, 160,57
9129, 162,57
9130, 173,57
9131, 161,57
9132, 160,57
9133, 162,57
9134, 162,57
9135, 159,57
9136, 169,57
9137, 163,57
9138, 165,57
9139, 164,57
9140, 171,57
9141, 169,57
9142, 162,57
9143, 166,57
9144, 176,57
9145, 162,57
9146, 169,57
9147, 167,57
9148, 168,57
9149, 167,57
9150, 160,57
9151, 168,57
9152, 167,57
9153, 165,57
9154, 168,57
9155, 167,57
9156, 169,57
9157, 164,57
9158, 169,57
9159, 164,57
9160, 163,57
9161, 165,57
9162, 170,57
9163, 169,57
9164, 168,57
9165, 167,57
9166, 164,57
9167, 172,57
9168, 171,57
9169, 168,57
9170, 167,57
9171, 171,57
9172, 164,57
9173, 188,57
9174, 189,57
9175, 170,57
9176, 165,57
9177, 172,57
9178, 168,57
9179, 172,57
9180, 166,57
9181, 170,57
9182, 170,57
9183, 167,57
9184, 167,57
9185, 170,57
9186, 158,57
9187, 164,57
9188, 157,57
9189, 161,57
9190, 164,57
9191, 163,57
9192, 162,57
9193, 157,57
9194, 159,57
9195, 157,57
9196, 161,57
9197, 161,57
9198, 159,57
9199, 164,57
9200, 164,57
9201, 155,57
9202, 158,57
9203, 162,57
9204, 163,57
9205, 158,57
9206, 168,57
9207, 159,57
9208, 161,57
9209, 165,57
9210, 161,57
9211, 159,57
9212, 167,57
9213, 163,57
9214, 164,57
9215, 162,57
9216, 165,57
9217, 161,57
9218, 160,57
9219, 164,57
9220, 159,57
9221, 164,57
9222, 163,57
9223, 169,57
9224, 161,57
9225, 165,57
9226, 166,57
9227, 162,57
9228, 171,57
9229, 162,57
9230, 160,57
9231, 164,57
9232, 168,57
9233, 161,57
9234, 165,57
9235, 161,57
9236, 165,57
9237, 169,57
9238, 165,57
9239, 163,57
9240, 173,57
9241, 164,57
9242, 166,57
9243, 174,57
9244, 163,57
9245, 168,57
9246, 172,57
9247, 169,57
9248, 167,57
9249, 167,57
9250, 165,57
9251, 174,57
9252, 173,57
9253, 167,57
9254, 167,57
9255, 177,57
9256, 165,57
9257, 171,57
9258, 170,57
9259, 167,57
9260, 175,57
9261, 166,57
9262, 164,57
9263, 165,57
9264, 168,57
9265, 171,57
9266, 168,57
9267, 167,57
9268, 166,57
9269, 167,57
9270, 169,57
9271, 170,57
9272, 176,57
9273, 174,57
9274, 178,57
9275, 176,57
9276, 171,57
9277, 174,57
9278, 174,57
9279, 168,57
9280, 169,57
9281, 171,57
9282, 166,57
9283, 171,57
9284, 171,57
9285, 170,57
9286, 167,57
9287, 173,57
9288, 168,57
9289, 160,57
9290, 171,57
9291, 162,57
9292, 164,57
9293, 168,57
9294, 162,57
9295, 162,57
9296, 166,57
9297, 164,57
9298, 163,57
9299, 158,57
9300, 167,57
9301, 163,57
9302, 162,57
9303, 166,57
9304, 164,57
9305, 161,57
9306, 169,57
9307, 164,57
9308, 164,57
9309, 166,57
9310, 161,57
9311, 166,57
9312, 171,57
9313, 161,57
9314, 165,57
9315, 167,57
9316, 167,57
9317, 164,57
9318, 168,57
9319, 164,57
9320, 165,57
9321, 166,57
9322, 166,57
9323, 167,57
9324, 169,57
9325, 169,57
9326, 165,57
9327, 168,57
9328, 162,57
9329, 165,57
9330, 166,57
9331, 166,57
9332, 165,57
9333, 169,57
9334, 167,57
9335, 203,57
9336, 171,57
9337, 170,57
9338, 164,57
9339, 174,57
9340, 170,57
9341, 170,57
9342, 167,57
9343, 171,57
9344, 167,57
9345, 172,57
9346, 169,57
9347, 168,57
9348, 174,57
9349, 167,57
9350, 181,57
9351, 165,57
9352, 171,57
9353, 166,57
9354, 164,57
9355, 169,57
9356, 170,57
9357, 166,57
9358, 168,57
9359, 171,57
9360, 171,57
9361, 172,57
9362, 173,57
9363, 168,57
9364, 169,57
9365, 176,57
9366, 171,57
9367, 168,57
9368, 170,57
9369, 167,57
9370, 172,57
9371, 173,57
9372, 169,57
9373, 170,57
9374, 171,57
9375, 165,57
9376, 167,57
9377, 174,57
9378, 171,57
9379, 173,57
9380, 171,57
9381, 168,57
9382, 170,57
9383, 173,57
9384, 168,57
9385, 168,57
9386, 170,57
9387, 172,57
9388, 176,57
9389, 174,57
9390, 161,57
9391, 162,57
9392, 162,57
9393, 159,57
9394, 159,57
9395, 165,57
9396, 164,57
9397, 164,57
9398, 169,57
9399, 164,57
9400, 163,57
9401, 165,57
9402, 166,57
9403, 163,57
9404, 170,57
9405, 166,57
9406, 163,57
9407, 169,57
9408, 167,57
9409, 167,57
9410, 171,57
9411, 166,57
9412, 168,57
9413, 169,57
9414, 165,57
9415, 167,57
9416, 171,57
9417, 165,57
9418, 169,57
9419, 169,57
9420, 167,57
9421, 167,57
9422, 170,57
9423, 166,57
9424, 166,57
9425, 169,57
9426, 163,57
9427, 164,57
9428, 170,57
9429, 170,57
9430, 166,57
9431, 169,57
9432, 175,57
9433, 168,57
9434, 167,57
9435, 172,57
9436, 170,57
9437, 169,57
9438, 166,57
9439, 165,57
9440, 176,57
9441, 167,57
9442, 166,57
9443, 166,57
9444, 167,57
9445, 168,57
9446, 174,57
9447, 173,57
9448, 163,57
9449, 166,57
9450, 166,57
9451, 168,57
9452, 171,57
9453, 173,57
9454, 169,57
9455, 177,57
9456, 170,57
9457, 174,57
9458, 170,57
9459, 169,57
9460, 172,57
9461, 169,57
9462, 170,57
9463, 190,57
9464, 185,57
9465, 170,57
9466, 173,57
9467, 174,57
9468, 178,57
9469, 176,57
9470, 167,57
9471, 172,57
9472, 179,57
9473, 173,57
9474, 170,57
9475, 174,57
9476, 168,57
9477, 168,57
9478, 174,57
9479, 173,57
9480, 168,57
9481, 175,57
9482, 183,57
9483, 169,57
9484, 172,57
9485, 169,57
9486, 174,57
9487, 168,57
9488, 176,57
9489, 176,57
9490, 168,57
9491, 171,57
9492, 172,57
9493, 173,57
9494, 177,57
9495, 178,57
9496, 165,57
9497, 170,57
9498, 168,57
9499, 166,57
9500, 167,57
9501, 169,57
9502, 164,57
9503, 162,57
9504, 165,57
9505, 162,57
9506, 167,57
9507, 169,57
9508, 164,57
9509, 164,57
9510, 167,57
9511, 163,57
9512, 168,57
9513, 171,57
9514, 164,57
9515, 170,57
9516, 170,57
9517, 168,57
9518, 167,57
9519, 175,57
9520, 170,57
9521, 162,57
9522, 171,57
9523, 165,57
9524, 163,57
9525, 167,57
9526, 168,57
9527, 164,57
9528, 166,57
9529, 169,57
9530, 164,57
9531, 171,57
9532, 165,57
9533, 165,57
9534, 167,57
9535, 165,57
9536, 163,57
9537, 169,57
9538, 165,57
9539, 165,57
9540, 167,57
9541, 164,57
9542, 173,57
9543, 176,57
9544, 167,57
9545, 167,57
9546, 168,57
9547, 171,57
9548, 168,57
9549, 171,57
9550, 171,57
9551, 172,57
9552, 170,57
9553, 168,57
9554, 170,57
9555, 176,57
9556, 173,57
9557, 172,57
9558, 176,57
9559, 172,57
9560, 171,57
9561, 179,57
9562, 174,57
9563, 172,57
9564, 173,57
9565, 172,57
9566, 171,57
9567, 177,57
9568, 172,57
9569, 172,57
9570, 172,57
9571, 170,57
9572, 183,57
9573, 173,57
9574, 171,57
9575, 174,57
9576, 169,57
9577, 181,57
9578, 175,57
9579, 179,57
9580, 168,57
9581, 179,57
9582, 173,57
9583, 171,57
9584, 178,57
9585, 174,57
9586, 168,57
9587, 175,57
9588, 175,57
9589, 176,57
9590, 173,57
9591, 173,57
9592, 175,57
9593, 178,57
9594, 213,57
9595, 178,57
9596, 172,57
9597, 171,57
9598, 175,57
9599, 175,57
9600, 176,57
9601, 180,57
9602, 177,57
9603, 180,57
9604, 163,57
9605, 166,57
9606, 170,57
9607, 170,57
9608, 168,57
9609, 171,57
9610, 165,57
9611, 165,57
9612, 167,57
9613, 165,57
9614, 166,57
9615, 171,57
9616, 168,57
9617, 168,57
9618, 169,57
9619, 164,57
9620, 164,57
9621, 170,57
9622, 166,57
9623, 165,57
9624, 173,57
9625, 166,57
9626, 168,57
9627, 173,57
9628, 168,57
9629, 167,57
9630, 173,57
9631, 166,57
9632, 165,57
9633, 177,57
9634, 166,57
9635, 170,57
9636, 179,57
9637, 168,57
9638, 182,57
9639, 174,57
9640, 174,57
9641, 176,57
9642, 179,57
9643, 171,57
9644, 170,57
9645, 186,57
9646, 168,57
9647, 180,57
9648, 175,57
9649, 173,57
9650, 170,57
9651, 173,57
9652, 173,57
9653, 173,57
9654, 172,57
9655, 169,57
9656, 173,57
9657, 185,57
9658, 169,57
9659, 179,57
9660, 173,57
9661, 169,57
9662, 186,57
9663, 174,57
9664, 172,57
9665, 184,57
9666, 173,57
9667, 170,57
9668, 176,57
9669, 173,57
9670, 169,57
9671, 174,57
9672, 178,57
9673, 173,57
9674, 174,57
9675, 178,57
9676, 172,57
9677, 177,57
9678, 172,57
9679, 179,57
9680, 175,57
9681, 172,57
9682, 173,57
9683, 174,57
9684, 172,57
9685, 173,57
9686, 173,57
9687, 171,57
9688, 173,57
9689, 176,57
9690, 178,57
9691, 175,57
9692, 174,57
9693, 173,57
9694, 174,57
9695, 174,57
9696, 181,57
9697, 173,57
9698, 180,57
9699, 176,57
9700, 171,57
9701, 177,57
9702, 176,57
9703, 172,57
9704, 172,57
9705, 174,57
9706, 175,57
9707, 171,57
9708, 175,57
9709, 175,57
9710, 173,57
9711, 177,57
9712, 173,57
9713, 179,57
9714, 167,57
9715, 166,57
9716, 165,57
9717, 169,57
9718, 165,57
9719, 175,57
9720, 195,57
9721, 179,57
9722, 170,57
9723, 169,57
9724, 167,57
9725, 173,57
9726, 169,57
9727, 168,57
9728, 175,57
9729, 166,57
9730, 168,57
9731, 175,57
9732, 170,57
9733, 170,57
9734, 168,57
9735, 170,57
9736, 168,57
9737, 174,57
9738, 169,57
9739, 170,57
9740, 173,57
9741, 172,57
9742, 171,57
9743, 171,57
9744, 172,57
9745, 175,57
9746, 173,57
9747, 173,57
9748, 173,57
9749, 174,57
9750, 171,57
9751, 171,57
9752, 170,57
9753, 172,57
9754, 174,57
9755, 173,57
9756, 173,57
9757, 172,57
9758, 177,57
9759, 171,57
9760, 173,57
9761, 172,57
9762, 171,57
9763, 175,57
9764, 173,57
9765, 172,57
9766, 174,57
9767, 168,57
9768, 174,57
9769, 175,57
9770, 173,57
9771, 169,57
9772, 174,57
9773, 172,57
9774, 168,57
9775, 176,57
9776, 174,57
9777, 172,57
9778, 172,57
9779, 173,57
9780, 170,57
9781, 175,57
9782, 172,57
9783, 171,57
9784, 184,57
9785, 173,57
9786, 176,57
9787, 173,57
9788, 172,57
9789, 172,57
9790, 171,57
9791, 175,57
9792, 174,57
9793, 173,57
9794, 175,57
9795, 184,57
9796, 175,57
9797, 174,57
9798, 181,57
9799, 170,57
9800, 173,57
9801, 176,57
9802, 172,57
9803, 177,57
9804, 175,57
9805, 174,57
9806, 174,57
9807, 176,57
9808, 179,57
9809, 179,57
9810, 176,57
9811, 173,57
9812, 181,57
9813, 179,57
9814, 176,57
9815, 179,57
9816, 182,57
9817, 174,57
9818, 175,57
9819, 180,57
9820, 176,57
9821, 178,57
9822, 176,57
9823, 180,57
9824, 175,57
9825, 178,57
9826, 178,57
9827, 166,57
9828, 166,57
9829, 168,57
9830, 171,57
9831, 165,57
9832, 172,57
9833, 167,57
9834, 165,57
9835, 173,57
9836, 169,57
9837, 170,57
9838, 173,57
9839, 169,57
9840, 170,57
9841, 174,57
9842, 171,57
9843, 195,57
9844, 212,57
9845, 181,57
9846, 184,57
9847, 176,57
9848, 178,57
9849, 174,57
9850, 174,57
9851, 191,57
9852, 191,57
9853, 171,57
9854, 191,57
9855, 171,57
9856, 174,57
9857, 175,57
9858, 175,57
9859, 169,57
9860, 177,57
9861, 191,57
9862, 175,57
9863, 204,57
9864, 171,57
9865, 172,57
9866, 178,57
9867, 170,57
9868, 176,57
9869, 170,57
9870, 177,57
9871, 179,57
9872, 179,57
9873, 177,57
9874, 176,57
9875, 169,57
9876, 172,57
9877, 173,57
9878, 174,57
9879, 174,57
9880, 173,57
9881, 177,57
9882, 175,57
9883, 175,57
9884, 172,57
9885, 181,57
9886, 180,57
9887, 181,57
9888, 179,57
9889, 174,57
9890, 174,57
9891, 176,57
9892, 172,57
9893, 170,57
9894, 173,57
9895, 175,57
9896, 171,57
9897, 178,57
9898, 171,57
9899, 174,57
9900, 180,57
9901, 176,57
9902, 174,57
9903, 176,57
9904, 178,57
9905, 174,57
9906, 176,57
9907, 176,57
9908, 177,57
9909, 183,57
9910, 174,57
9911, 181,57
9912, 183,57
9913, 176,57
9914, 180,57
9915, 176,57
9916, 177,57
9917, 186,57
9918, 180,57
9919, 180,57
9920, 182,57
9921, 176,57
9922, 179,57
9923, 182,57
9924, 178,57
9925, 181,57
9926, 186,57
9927, 177,57
9928, 177,57
9929, 180,57
9930, 181,57
9931, 184,57
9932, 208,57
9933, 181,57
9934, 181,57
9935, 201,57
9936, 192,57
9937, 195,57
9938, 207,57
9939, 180,57
9940, 180,57
9941, 193,57
9942, 203,57
9943, 178,57
9944, 181,57
9945, 168,57
9946, 173,57
9947, 180,57
9948, 176,57
9949, 179,57
9950, 179,57
9951, 177,57
9952, 172,57
9953, 178,57
9954, 182,57
9955, 241,57
9956, 199,57
9957, 173,57
9958, 183,57
9959, 179,57
9960, 194,57
9961, 200,57
9962, 176,57
9963, 185,57
9964, 171,57
9965, 168,57
9966, 172,57
9967, 172,57
9968, 171,57
9969, 174,57
9970, 172,57
9971, 178,57
9972, 180,57
9973, 174,57
9974, 178,57
9975, 178,57
9976, 180,57
9977, 191,57
9978, 178,57
9979, 184,57
9980, 182,57
9981, 179,57
9982, 171,57
9983, 173,57
9984, 173,57
9985, 173,57
9986, 182,57
9987, 172,57
9988, 177,57
9989, 179,57
9990, 183,57
9991, 171,57
9992, 178,57
9993, 177,57
9994, 179,57
9995, 178,57
9996, 179,57
9997, 173,57
9998, 175,57
9999, 175,57
10000, 174,57
10001, 175,57
10002, 175,57
10003, 178,57
10004, 176,57
10005, 172,57
10006, 179,57
10007, 197,57
10008, 183,57
10009, 179,57
10010, 215,57
10011, 182,57
10012, 178,57
10013, 181,57
10014, 179,57
10015, 185,57
10016, 180,57
10017, 182,57
10018, 182,57
10019, 188,57
10020, 180,57
10021, 179,57
10022, 180,57
10023, 185,57
10024, 176,57
10025, 184,57
10026, 186,57
10027, 185,57
10028, 177,57
10029, 186,57
10030, 175,57
10031, 179,57
10032, 183,57
10033, 178,57
10034, 181,57
10035, 180,57
10036, 182,57
10037, 178,57
10038, 182,57
10039, 183,57
10040, 177,57
10041, 179,57
10042, 194,57
10043, 183,57
10044, 186,57
10045, 187,57
10046, 182,57
10047, 183,57
10048, 182,57
10049, 176,57
10050, 183,57
10051, 176,57
10052, 178,57
10053, 183,57
10054, 185,57
10055, 183,57
10056, 185,57
10057, 179,57
10058, 181,57
10059, 180,57
10060, 184,57
10061, 176,57
10062, 169,57
10063, 167,57
10064, 173,57
10065, 174,57
10066, 169,57
10067, 173,57
10068, 171,57
10069, 171,57
10070, 176,57
10071, 172,57
10072, 170,57
10073, 177,57
10074, 173,57
10075, 177,57
10076, 174,57
10077, 178,57
10078, 170,57
10079, 174,57
10080, 173,57
10081, 174,57
10082, 176,57
10083, 175,57
10084, 178,57
10085, 173,57
10086, 174,57
10087, 174,57
10088, 173,57
10089, 178,57
10090, 178,57
10091, 173,57
10092, 174,57
10093, 175,57
10094, 171,57
10095, 175,57
10096, 176,57
10097, 172,57
10098, 173,57
10099, 178,57
10100, 199,57
10101, 190,57
10102, 174,57
10103, 175,57
10104, 178,57
10105, 173,57
10106, 173,57
10107, 182,57
10108, 172,57
10109, 175,57
10110, 179,57
10111, 176,57
10112, 181,57
10113, 179,57
10114, 177,57
10115, 175,57
10116, 179,57
10117, 178,57
10118, 175,57
10119, 177,57
10120, 176,57
10121, 177,57
10122, 175,57
10123, 189,57
10124, 183,57
10125, 185,57
10126, 185,57
10127, 204,57
10128, 199,57
10129, 184,57
10130, 178,57
10131, 177,57
10132, 199,57
10133, 196,57
10134, 186,57
10135, 209,57
10136, 200,57
10137, 205,57
10138, 197,57
10139, 197,57
10140, 216,57
10141, 184,57
10142, 192,57
10143, 182,57
10144, 187,57
10145, 188,57
10146, 211,57
10147, 178,57
10148, 177,57
10149, 182,57
10150, 178,57
10151, 184,57
10152, 190,57
10153, 180,57
10154, 178,57
10155, 176,57
10156, 184,57
10157, 199,57
10158, 186,57
10159, 177,57
10160, 181,57
10161, 194,57
10162, 193,57
10163, 193,57
10164, 188,57
10165, 183,57
10166, 183,57
10167, 181,57
10168, 178,57
10169, 194,57
10170, 192,57
10171, 198,57
10172, 195,57
10173, 185,57
10174, 195,57
10175, 195,57
10176, 194,57
10177, 210,57
10178, 194,57
10179, 188,57
10180, 200,57
10181, 209,57
10182, 184,57
10183, 172,57
10184, 180,57
10185, 174,57
10186, 168,57
10187, 176,57
10188, 174,57
10189, 179,57
10190, 178,57
10191, 174,57
10192, 171,57
10193, 178,57
10194, 182,57
10195, 177,57
10196, 174,57
10197, 174,57
10198, 173,57
10199, 182,57
10200, 177,57
10201, 173,57
10202, 175,57
10203, 171,57
10204, 175,57
10205, 175,57
10206, 177,57
10207, 175,57
10208, 182,57
10209, 175,57
10210, 189,57
10211, 175,57
10212, 175,57
10213, 177,57
10214, 179,57
10215, 172,57
10216, 180,57
10217, 174,57
10218, 178,57
10219, 182,57
10220, 176,57
10221, 179,57
10222, 186,57
10223, 177,57
10224, 182,57
10225, 179,57
10226, 177,57
10227, 176,57
10228, 183,57
10229, 178,57
10230, 180,57
10231, 186,57
10232, 181,57
10233, 183,57
10234, 182,57
10235, 180,57
10236, 207,57
10237, 184,57
10238, 179,57
10239, 179,57
10240, 175,57
10241, 182,57
10242, 180,57
10243, 176,57
10244, 179,57
10245, 181,57
10246, 180,57
10247, 182,57
10248, 181,57
10249, 181,57
10250, 181,57
10251, 180,57
10252, 178,57
10253, 181,57
10254, 184,57
10255, 212,57
10256, 191,57
10257, 185,57
10258, 185,57
10259, 180,57
10260, 194,57
10261, 178,57
10262, 182,57
10263, 181,57
10264, 182,57
10265, 184,57
10266, 177,57
10267, 176,57
10268, 183,57
10269, 181,57
10270, 180,57
10271, 184,57
10272, 179,57
10273, 179,57
10274, 190,57
10275, 191,57
10276, 200,57
10277, 198,57
10278, 195,57
10279, 197,57
10280, 187,57
10281, 182,57
10282, 186,57
10283, 191,57
10284, 194,57
10285, 183,57
10286, 190,57
10287, 187,57
10288, 186,57
10289, 185,57
10290, 189,57
10291, 190,57
10292, 188,57
10293, 186,57
10294, 184,57
10295, 191,57
10296, 189,57
10297, 186,57
10298, 188,57
10299, 184,57
10300, 192,57
10301, 188,57
10302, 185,57
10303, 191,57
10304, 185,57
10305, 189,57
10306, 176,57
10307, 200,57
10308, 202,57
10309, 193,57
10310, 190,57
10311, 175,57
10312, 178,57
10313, 193,57
10314, 178,57
10315, 179,57
10316, 181,57
10317, 179,57
10318, 178,57
10319, 176,57
10320, 176,57
10321, 176,57
10322, 178,57
10323, 178,57
10324, 176,57
10325, 177,57
10326, 180,57
10327, 181,57
10328, 178,57
10329, 181,57
10330, 180,57
10331, 180,57
10332, 181,57
10333, 184,57
10334, 176,57
10335, 180,57
10336, 176,57
10337, 177,57
10338, 176,57
10339, 181,57
10340, 181,57
10341, 177,57
10342, 175,57
10343, 178,57
10344, 177,57
10345, 179,57
10346, 180,57
10347, 178,57
10348, 176,57
10349, 185,57
10350, 178,57
10351, 181,57
10352, 186,57
10353, 181,57
10354, 182,57
10355, 178,57
10356, 181,57
10357, 180,57
10358, 182,57
10359, 210,57
10360, 188,57
10361, 181,57
10362, 180,57
10363, 178,57
10364, 179,57
10365, 184,57
10366, 181,57
10367, 176,57
10368, 184,57
10369, 182,57
10370, 178,57
10371, 185,57
10372, 184,57
10373, 181,57
10374, 181,57
10375, 180,57
10376, 184,57
10377, 184,57
10378, 184,57
10379, 187,57
10380, 178,57
10381, 188,57
10382, 185,57
10383, 184,57
10384, 190,57
10385, 181,57
10386, 184,57
10387, 205,57
10388, 192,57
10389, 180,57
10390, 190,57
10391, 193,57
10392, 189,57
10393, 190,57
10394, 185,57
10395, 194,57
10396, 183,57
10397, 186,57
10398, 190,57
10399, 190,57
10400, 188,57
10401, 185,57
10402, 183,57
10403, 185,57
10404, 182,57
10405, 183,57
10406, 184,57
10407, 186,57
10408, 186,57
10409, 187,57
10410, 183,57
10411, 186,57
10412, 185,57
10413, 180,57
10414, 187,57
10415, 191,57
10416, 182,57
10417, 189,57
10418, 186,57
10419, 184,57
10420, 188,57
10421, 184,57
10422, 188,57
10423, 190,57
10424, 187,57
10425, 188,57
10426, 192,57
10427, 185,57
10428, 185,57
10429, 185,57
10430, 191,57
10431, 188,57
10432, 182,57
10433, 185,57
10434, 173,57
10435, 178,57
10436, 181,57
10437, 177,57
10438, 177,57
10439, 184,57
10440, 181,57
10441, 180,57
10442, 182,57
10443, 176,57
10444, 181,57
10445, 176,57
10446, 175,57
10447, 182,57
10448, 175,57
10449, 176,57
10450, 177,57
10451, 176,57
10452, 175,57
10453, 181,57
10454, 179,57
10455, 176,57
10456, 182,57
10457, 180,57
10458, 181,57
10459, 178,57
10460, 178,57
10461, 180,57
10462, 179,57
10463, 180,57
10464, 184,57
10465, 180,57
10466, 181,57
10467, 182,57
10468, 178,57
10469, 179,57
10470, 186,57
10471, 186,57
10472, 181,57
10473, 183,57
10474, 192,57
10475, 183,57
10476, 182,57
10477, 178,57
10478, 179,57
10479, 181,57
10480, 189,57
10481, 182,57
10482, 218,57
10483, 202,57
10484, 179,57
10485, 180,57
10486, 182,57
10487, 186,57
10488, 179,57
10489, 181,57
10490, 177,57
10491, 186,57
10492, 185,57
10493, 184,57
10494, 186,57
10495, 185,57
10496, 180,57
10497, 185,57
10498, 189,57
10499, 185,57
10500, 187,57
10501, 183,57
10502, 187,57
10503, 185,57
10504, 192,57
10505, 236,57
10506, 195,57
10507, 190,57
10508, 180,57
10509, 186,57
10510, 187,57
10511, 199,57
10512, 187,57
10513, 180,57
10514, 189,57
10515, 189,57
10516, 186,57
10517, 192,57
10518, 192,57
10519, 184,57
10520, 189,57
10521, 183,57
10522, 182,57
10523, 184,57
10524, 184,57
10525, 196,57
10526, 194,57
10527, 195,57
10528, 185,57
10529, 188,57
10530, 185,57
10531, 190,57
10532, 203,57
10533, 219,57
10534, 192,57
10535, 196,57
10536, 201,57
10537, 187,57
10538, 191,57
10539, 213,57
10540, 201,57
10541, 210,57
10542, 208,57
10543, 206,57
10544, 197,57
10545, 212,57
10546, 217,57
10547, 194,57
10548, 197,57
10549, 190,57
10550, 185,57
10551, 199,57
10552, 186,57
10553, 205,57
10554, 193,57
10555, 196,57
10556, 194,57
10557, 191,57
10558, 221,57
10559, 192,57
10560, 193,57
10561, 213,57
10562, 201,57
10563, 195,57
10564, 196,57
10565, 181,57
10566, 181,57
10567, 176,57
10568, 179,57
10569, 185,57
10570, 187,57
10571, 183,57
10572, 179,57
10573, 181,57
10574, 182,57
10575, 181,57
10576, 176,57
10577, 184,57
10578, 182,57
10579, 187,57
